-190506.9940056773	  inf
-168225.6558326033	1.16958e-01
-165632.6110692442	1.54141e-02
-164332.0879574452	7.85185e-03
-163403.9234600773	5.64810e-03
-162509.5066322488	5.47366e-03
-161828.3255576780	4.19164e-03
-161306.8097959461	3.22265e-03
-160935.1586761264	2.30400e-03
-160725.9615702758	1.29988e-03
-160608.2734136741	7.32229e-04
-160532.8147778568	4.69830e-04
-160457.6547122441	4.68191e-04
-160400.8255818321	3.54169e-04
-160355.1521655644	2.84746e-04
-160286.5300790748	4.27938e-04
-160228.8403670453	3.59916e-04
-160165.3464803929	3.96270e-04
-160119.1326173313	2.88538e-04
-160103.2076859113	9.94568e-05
