12.2397287906 205.0917840054 5.1792099899 0.0453758726 43.6707807036
2.7871934982 111.6287491991 0.0453758725 0.0453758725 372.7201849197
13.2442998360 4.4937022012 382.8952609619 0.0453758725 22.5482404904
25.7918613734 203.2640403581 41.1723412332 7.7537734596 86.2448629376
26.2972193495 0.0453758727 6.0997632309 310.7391450365 0.0453758725
11.8571810482 28.4531574320 288.0307539217 49.1920468089 75.6937401512
50.0455440306 208.7853496712 6.4157110375 111.4176183928 36.5626562298
41.5041422347 418.3823929421 11.1829885465 60.1119797661 0.0453758725
33.2424204666 101.7265788086 137.0050727191 25.9718717109 160.2809356569
2.3015986668 237.0289598228 0.0453758726 108.6203414411 154.2306035587
2.3156407008 107.9187919115 2.4280210315 19.5439369950 380.0204887232
128.6662597684 288.4375496117 21.0591764201 20.8389999697 47.2248935922
23.2901349969 32.7973051195 52.5765491990 48.8197930735 637.7430969731
47.2169319539 197.3314516442 22.3185486224 6.8428826345 32.5170645069
2.3043464981 165.4618954501 189.3253180117 0.0453758725 45.0899435296
32.6068562168 4.2363925992 0.0453758726 302.5900317367 6.7482229368
14.1345793827 177.3027554151 33.6987928191 0.0453758726 0.0453758726
222.7827498030 422.3080019414 0.0453758725 0.0453758725 0.0453758726
99.8736562387 251.2170955059 0.0453758725 0.0453758724 0.0453758725
9.5778007173 125.8207089418 4.7079391880 375.0750546422 0.0453758726
