-178260.6534336869	  inf
-153106.4514391258	1.41109e-01
-150168.4990489513	1.91890e-02
-148944.4522894967	8.15116e-03
-148338.5613568979	4.06790e-03
-147994.0413570227	2.32252e-03
-147771.3770891186	1.50455e-03
-147602.5191277555	1.14270e-03
-147496.0768355527	7.21141e-04
-147428.1122514434	4.60789e-04
-147371.8393525515	3.81697e-04
-147328.5286763914	2.93887e-04
-147303.4329047521	1.70339e-04
-147279.9348110326	1.59522e-04
-147260.5553694069	1.31582e-04
-147239.8653087670	1.40500e-04
-147224.2709402433	1.05911e-04
-147212.4890860748	8.00266e-05
