-233657.4164932739	  inf
-205455.2046313132	1.20699e-01
-201832.5571667696	1.76323e-02
-200695.3901657657	5.63421e-03
-200256.6503976010	2.18610e-03
-200019.9814117229	1.18183e-03
-199828.8167625979	9.55728e-04
-199643.6220951288	9.26767e-04
-199409.9443850254	1.17047e-03
-199163.6815571318	1.23496e-03
-198962.7621999335	1.00882e-03
-198829.4720068199	6.69925e-04
-198733.6694896077	4.81833e-04
-198645.8209876148	4.42041e-04
-198533.7485895499	5.64182e-04
-198432.7706969268	5.08618e-04
-198333.0844066139	5.02368e-04
-198235.8681899732	4.90166e-04
-198178.0438428057	2.91695e-04
-198139.8746189460	1.92601e-04
-198097.0031989967	2.16369e-04
-198039.5225916587	2.90164e-04
-197980.9370670856	2.95827e-04
-197938.7484370234	2.13094e-04
-197915.7491846872	1.16194e-04
-197900.9263469899	7.48947e-05
