0.0228292421 4.1052153051 0.0228292421 17.6458048198 0.0228292421 0.0228292421 0.0228292421 0.0228292421 45.0105176957 17.5003592627 0.0228292421 17.6458048198 164.2292735493 0.0228292421 0.0228292421
2.4695040737 1.8347428979 130.6034185590 25.4405828998 8.9041836345 2.4695040737 0.0228292421 0.0228292421 157.8305435056 0.0228292421 94.5792301738 25.4405828998 37.6559997028 0.0228292421 0.0228292421
0.0228292421 14.1953142961 0.0228292421 0.0228292421 75.7612086349 0.0228292421 0.0228292421 56.7026568387 0.0228292421 0.0228292421 3.7723938599 0.0228292421 2.6614925760 135.0333692444 135.0333692444
3.3644365491 14.1121051527 31.8106163105 24.6430150032 0.0228292421 3.3644365491 14.5317853752 29.0739490413 0.0228292421 0.0228292421 182.0978735549 24.6430150032 36.5870598814 0.0228292421 0.0228292421
0.0228292421 33.4331190994 296.8132619731 0.0228292421 4.7417211019 0.0228292421 0.0228292421 0.0228292421 0.0228292421 0.0228292421 0.0228292421 0.0228292421 0.0228292421 4.0630220179 4.0630220179
0.0228292421 6.9948897379 29.7448736330 0.0228292421 141.6101443705 0.0228292421 22.9092276062 0.0228292421 57.0031597058 166.6506333208 9.9706727969 0.0228292421 0.0228292421 9.1609310037 9.1609310037
68.9561949807 36.8651286147 34.3592760705 0.0228292421 0.0228292421 68.9561949807 0.0228292421 24.4690846118 0.0228292421 0.0228292421 43.6302173607 0.0228292421 132.7603281163 1.6045192216 1.6045192216
5.3586934767 31.0787972673 40.6521529832 0.0228292421 23.2596133139 5.3586934767 0.0228292421 21.7534946229 52.7605872620 91.8120362251 0.0228292421 0.0228292421 259.1713945507 0.0228292421 0.0228292421
3.6026887054 43.6932207594 0.0228292421 0.9119790195 146.6192908041 3.6026887054 0.0228292421 94.6883945650 134.0993771536 0.0228292421 0.0228292421 0.9119790195 13.1264981580 8.4975023863 8.4975023863
0.0228292421 0.0228292421 121.2865151927 9.4580437754 0.0228292421 0.0228292421 0.0228292421 0.0228292421 253.3607524742 48.5447572368 0.0228292421 9.4580437754 60.0288629977 0.0228292421 0.0228292421
0.0228292421 0.0228292421 28.9714696307 0.0228292421 5.8494060713 0.0228292421 0.0228292421 0.0228292421 291.4261644943 10.3935419250 175.4735640889 0.0228292421 0.0228292421 0.0228292421 0.0228292421
0.0228292421 27.7301236496 79.4888187960 3.5462312888 0.0228292421 0.0228292421 0.0228292421 12.8164276276 0.0228292421 316.1361995334 10.4732918331 3.5462312888 52.4453099191 0.0228292421 0.0228292421
2.4603669155 35.1290702353 42.7053818116 0.0228292421 12.8577284012 2.4603669155 0.0228292421 26.1822211245 467.5170243048 188.7027482466 17.1905552235 0.0228292421 0.0228292421 0.0228292421 0.0228292421
0.0228292421 29.7260859188 8.5913799363 0.0228292421 0.0228292421 0.0228292421 8.5597235131 0.0228292421 34.5582165605 141.3008689349 22.9691428741 0.0228292421 60.4543869567 0.0228292421 0.0228292421
0.0228292421 1.5662959403 0.0228292421 23.1586995911 67.7305693082 0.0228292421 17.4157770283 133.8544736305 0.0228292421 44.9327755940 0.0228292421 23.1586995911 90.3653432529 0.0228292421 0.0228292421
0.0228292421 14.2625774038 285.8651581379 5.9276294332 0.0228292421 0.0228292421 0.0228292421 1.7316646187 0.0228292421 30.3331605106 0.0228292421 5.9276294332 2.1119851569 0.0228292421 0.0228292421
0.0228292421 9.9400187754 0.0228292421 0.0228292421 9.3442584337 0.0228292421 0.0228292421 26.1797522042 0.0228292421 105.9425771045 0.0228292421 0.0228292421 73.7075396925 0.0228292421 0.0228292421
0.0228292421 7.4353705675 0.0228292421 0.0228292421 0.0228292421 0.0228292421 210.1732639409 0.0228292421 4.5359588905 1.8960412492 65.3621531792 0.0228292421 355.7341876251 0.0228292421 0.0228292421
0.0228292421 0.0228292421 0.0228292421 0.0228292421 0.0228292421 0.0228292421 33.3861483409 0.0228292421 226.8680416168 0.0228292421 0.0228292421 0.0228292421 90.8142977685 0.0228292421 0.0228292421
203.5121734436 3.7621099709 0.0228292421 0.0228292421 0.0228292421 203.5121734436 0.0228292421 3.0425130071 6.8609604104 7.5079897741 64.6030960235 0.0228292421 13.6775509371 4.3748627051 4.3748627051
