-238616.5315916103	  inf
-209466.2036793531	1.22164e-01
-203885.2940590401	2.66435e-02
-201672.2416129353	1.08544e-02
-200897.4447689572	3.84186e-03
-200537.1309297267	1.79352e-03
-200330.8775824479	1.02850e-03
-200186.7420758279	7.19487e-04
-200097.5386669210	4.45601e-04
-200013.5173555143	4.19902e-04
-199945.3341747205	3.40893e-04
-199887.1093060464	2.91204e-04
-199827.4870386512	2.98280e-04
-199758.2676736874	3.46396e-04
-199718.9529381313	1.96812e-04
-199695.6016211173	1.16921e-04
-199683.8903622074	5.86456e-05
