-368352.8018979565	  inf
-315027.3174236888	1.44767e-01
-308499.3576846229	2.07219e-02
-306292.5249514604	7.15344e-03
-305424.9254919663	2.83258e-03
-305060.6432244931	1.19271e-03
-304828.8902907025	7.59695e-04
-304661.9068502311	5.47794e-04
-304514.1113436533	4.85113e-04
-304377.5845906402	4.48343e-04
-304248.7956798195	4.23122e-04
-304143.6772076918	3.45502e-04
-304056.2104553747	2.87584e-04
-303991.0996751978	2.14141e-04
-303938.4406190668	1.73226e-04
-303880.8300613815	1.89547e-04
-303830.9187002982	1.64246e-04
-303801.2382841232	9.76873e-05
