-370223.8895302228	  inf
-318939.1284219613	1.38524e-01
-312137.1479722272	2.13269e-02
-309117.0246478384	9.67563e-03
-307738.4007222270	4.45988e-03
-307020.2087534338	2.33377e-03
-306548.7665123219	1.53554e-03
-306232.7486775346	1.03089e-03
-305995.9117330015	7.73389e-04
-305830.6861768791	5.39960e-04
-305702.0393587698	4.20647e-04
-305544.5123191863	5.15296e-04
-305406.8107200916	4.50676e-04
-305339.7601038968	2.19545e-04
-305277.4857120737	2.03951e-04
-305227.5231592337	1.63663e-04
-305176.6881081625	1.66548e-04
-305114.0032329396	2.05405e-04
-305052.2140258665	2.02512e-04
-305009.9555989521	1.38529e-04
-304964.9110263473	1.47682e-04
-304923.5212946958	1.35720e-04
-304884.4606181164	1.28100e-04
-304856.5257229814	9.16245e-05
