3.0190742673 28.4892713836 140.0710460968 0.0417332836 315.5875413865
28.0373256380 31.5947516910 0.0417332836 0.0417332836 346.4931225216
71.5178519282 0.9518692895 30.4405489118 323.1477694294 39.1506268589
54.2464092666 33.6991247796 0.0417332836 319.9441235590 15.2772755289
222.8437500025 8.3898738008 6.2615179610 71.4755680610 144.2379565924
11.5460524657 0.0417332836 289.0414294345 0.0417332836 9.5377179505
168.5552117601 150.0705957185 47.4027017615 42.2749515772 155.9052056004
131.4671030901 196.0731972763 64.7481015051 250.9802878052 81.9399767410
61.3289950068 10.4192087542 0.0417332836 407.7867726718 87.6319567013
15.3454049798 68.1715289750 62.7489872332 0.0417332836 324.9010119462
212.4230746811 0.0417332836 0.0417332836 0.0417332836 197.6603918860
250.9634027021 0.0417332836 214.6622265047 0.0417332836 81.4995706439
233.6500812899 10.5233843835 0.0417332836 40.8038012280 1.1896662327
37.5622420906 14.8052045263 161.7577532337 0.0417332836 0.0417332836
32.0494230234 226.3950219070 0.0417332836 3.2286209291 82.4938672747
194.6947160799 0.0417332836 30.3887504872 0.0417332836 0.0417332836
57.9907906357 291.2347721931 280.3585303413 0.0417332836 15.5828399642
0.8974624979 298.9489479140 49.5654025936 19.0107648155 57.7860885969
0.0417332836 12.1614626381 486.0215402706 0.0417332836 16.9421969418
57.9849021586 70.5044301289 64.4151889680 4.8199345819 12.4842105804
